6,5.16865278480142,1,8,3,3,2,1,10,10,10,8,3,10,9,10,9,9,10,10,4,10,90,0,83,89,81,21,6,10,71,71,89,82,8,73,5,0,7,6,46,1,7,5
2.5,4.16077062266662,-1,7,3,3,2,1,10,10,8,7,4,7,5,9,7,8,7,10,5,10,50,29,50,0,0,28,3.5,5,50,50,31,10,40,70,6,4,8,5,7,2,3,3
5,6.27571212239619,-1,3,2,1,1,7,9,8,7,9,2,7,8,8,6,8,9,8,4,9,52,100,81,51,17,6,5,7,95,74,41,32,89,54,6,6,7,6,11,2,3,2
5,6.59657731057032,-1,10,2,2,2,1,10,9,9,9,2,10,6,9,8,9,9,10,4,10,98,10,71,98,37,90,5,5,99,50,99,79,68,95,8,2,9,7,35,2,4,3
6,3.74437267716401,1,2,3,1,2,1,10,10,10,9,2,10,9,10,5,8,10,10,4,10,19,70,100,2,60,10,1,4,90,90,90,10,50,10,10,5,3,7,12,2,6,1
4,4.91153992086613,-1,1,3,4,2,1,10,7,9,9,2,10,6,9,3,8,10,5,4,8,35,23,93,69,0,0,2,6,89,93,42,11,25,15,0,0,9,7,16,1,3,1
0,5.64268859515676,-1,2,3,1,2,1,10,3,0,6,1,0,6,0,0,0,0,0,4,10,100,0,81,90,6,6,5,5,80,60,91,50,50,50,6,4,6,7,32,2,1,4
3,11.8640356194445,-1,8,3,5,2,1,10,0,5,7,1,8,9,9,1,1,9,9,2,9,50,61,60,71,50,50,1,2,91,50,51,19,50,50,1,1,8,2,6,1,3,2
6.5,2.55677630526823,1,8,3,2,2,1,10,8,10,8,2,7,9,9,2,8,10,8,2,9,70,81,71,50,9,9,4,7,30,80,80,71,70,51,9,10,7,6,10,1,2,2
5,3.54783113081456,1,7,4,3,2,1,10,10,10,9,4,10,7,10,9,10,10,9,6,9,50,0,89,14,0,74,8.5,10,89,100,61,1,50,41,4,4,7,7,14,2,3,4
5,4.10366596797143,1,8,3,2,2,1,10,10,10,10,5,9,9,9,7,9,9,8,5,9,30,10,92,91,91,16,6,4,63,31,84,49,91,91,4,7,6,5,22,1,3,1
6,3.91907069826595,1,6,3,3,2,1,10,10,10,10,3,8,9,9,10,10,10,10,6,10,100,20,41,41,11,11,8,20,60,60,81,41,41,61,3,6,7,6,8,1,3,1
3,5.87287773953241,-1,8,3,4,2,1,10,8,7,7,2,4,8,6,2,5,6,7,4,8,83,22,11,50,6,51,1.25,4,91,62,64,46,33,35,5,3,8,6,37,1,3,3
8,4.86614937537651,1,10,4,4,2,1,10,8,9,8,3,6,8,8,8,8,8,10,4,10,81,20,89,50,0,0,10,20,71,70,70,81,50,29,1,2,8,6,21,2,1,3
2,2.58566360378391,-1,5,2,1,2,1,10,0,5,6,1,5,5,6,1,1,7,9,2,10,50,11,100,21,21,20,0,1,100,60,50,49,50,39,8,10,8,2,29,1,1,2
5,3.32598668090177,1,7,4,2,2,1,10,6,7,7,2,8,7,7,2,4,9,7,3,8,90,31,78,85,28,82,3,6.5,66,31,84,51,40,83,1,0,6,6,23,1,1,6
3,3.56816689149319,-1,0,2,3,2,1,10,6,8,7,2,7,5,7,3,5,7,5,5,8,51,100,81,50,1,51,5,6,68,68,8,0,32,0,8,1,1,7,17,2,6,3
5,4.82314316392659,1,5,3,2,2,1,10,4,8,9,2,10,7,8,2,4,8,2,3,7,50,54,76,15,61,40,2,15,70,50,49,0,31,11,4,2,7,7,9,2,2,3
6,3.09988599502866,1,3,3,6,2,1,10,7,8,8,2,8,9,8,3,8,8,5,2,9,70,1,59,100,1,60,5,10,40,30,70,50,70,20,6,4,8,2,39,2,2,1
3.95,3.78166370899694,1,5,3,6,2,1,10,10,10,6,2,10,10,10,5,10,10,10,3,10,51,40,100,100,52,0,5,5,61,62,40,0,50,0,10,10,6,7,36,2,3,9
3,6.58764321517571,-1,9,5,1,2,1,10,10,8,7,2,6,8,6,0,5,6,3,4,8,70,19,66,71,40,81,8,12,30,31,50,49,60,61,1,0,5,7,21,2,3,7
0.5,2.00523116691925,-1,3,2,6,2,1,10,7,7,6,2,9,6,8,1,1,9,8,2,10,30,26,90,90,2,21,0,6,17,90,86,8,8,2,5,0,4,6,30,1,2,1
4.99,2.13256905748095,1,5,3,3,2,1,10,8,9,9,2,8,10,9,7,9,9,10,3,10,69,29,70,29,9,1,2,10,91,50,50,81,80,80,4,2,3,7,28,1,1,4
4,5.04002827174273,-1,3,2,6,2,1,10,10,10,8,2,10,9,10,7,10,10,10,6,10,90,50,80,80,0,30,2,5,100,71,50,81,81,29,9,7,1,7,44,2,1,2
1,6.02716471578415,-1,6,1,1,2,1,10,9,2,6,1,6,8,2,1,1,3,1,4,8,81,10,50,50,0,0,2,5,61,71,70,10,10,70,6,6,7,7,34,2,1,8
5,2.22721854205068,1,10,4,4,2,1,10,10,10,10,2,10,10,10,2,10,10,10,2,10,70,0,84,95,89,1,2,10,84,28,57,12,64,56,10,9,3,5,30,2,6,5
3.5,2.63994259976938,1,5,2,2,2,1,10,8,6,6,3,5,6,6,4,5,5,6,5,10,60,9,100,61,54,4,2,25,90,91,60,90,49,60,4,1,2,7,31,2,6,2
2,2.25641790032757,-1,2,2,3,2,1,10,3,4,8,2,3,9,4,0,0,3,1,6,10,100,40,100,100,8,18,6,10,81,100,60,19,19,0,8,2,10,7,7,2,1,3
2,2.53686547261331,-1,6,2,3,2,1,10,7,5,7,1,10,10,10,0,8,10,10,2,10,50,50,50,100,0,10,0,2,50,50,50,9,19,0,6,4,10,7,17,1,1,7
10,5.50977591294263,1,8,5,4,2,1,10,8,10,9,2,10,10,10,4,10,10,8,3,10,80,91,100,72,81,10,5,10,71,81,81,10,66,93,7,2,9,7,28,2,3,5
0,5.93907065132105,-1,1,4,5,2,1,10,9,9,8,2,2,5,2,0,0,5,0,4,10,100,0,0,100,57,55,10,5,29,60,100,70,19,19,8,10,10,6,22,2,3,5
4,4.39467772414237,-1,4,2,1,2,1,10,9,9,8,2,8,8,8,8,7,8,8,2,6,30,4,76,40,79,53,2,5,70,57,51,50,50,50,5,6,7,4,13,1,1,1
1.5,6.39564281181206,-1,1,3,1,1,8,0,9,9,8,2,5,7,8,1,7,8,0,3,10,80,0,0,95,44,64,2.5,10,51,36,86,70,52,65,7,4,8,7,24,2,4,3
5,2.05946413899915,1,3,2,5,2,1,10,0,5,7,1,10,10,10,9,5,10,10,4,10,50,0,100,0,0,0,1,10,100,100,50,0,100,0,1,0,10,7,12,1,1,4
1.99,2.88935686218856,-1,5,2,1,2,1,10,9,7,7,2,3,8,3,1,5,7,6,5,10,50,0,100,70,9,11,5,5,80,80,9,10,58,9,10,7,3,7,29,2,6,10
1.99,7.02153660176359,-1,2,3,3,2,1,10,7,8,4,2,7,10,7,1,6,8,1,2,6,9,70,90,70,64,50,0.5,2,97,59,91,5,6,6,2,0,7,6,9,1,3,3
5,3.61407638907839,1,4,3,3,2,1,10,10,10,8,2,0,7,9,0,10,9,7,3,10,14,13,85,0,0,0,3,6,93,87,52,22,38,28,7,6,6,5,21,2,6,2
2.5,3.88138471613427,-1,6,3,3,1,3,1,10,8,3,2,1,7,7,1,5,8,6,5,10,100,40,50,49,50,20,1,5,100,60,100,50,50,49,10,8,5,7,30,2,1,7
3.5,2.23319883287102,1,7,3,3,2,1,10,8,8,8,2,5,6,6,1,5,7,6,4,8,71,70,70,24,14,14,1,3.5,75,70,60,50,50,50,2,1,5,7,9,1,8,1
3.99,1.60311335197696,1,2,1,3,2,1,10,8,7,7,2,5,7,6,2,5,7,4,4,7,78,20,49,39,10,33,2.5,6,81,52,59,68,33,37,7,1,7,7,26,1,1,5
5,6.18574967382393,-1,3,1,6,2,1,10,0,5,6,1,6,4,7,0,1,8,0,3,7,80,80,80,18,50,9,0,12,91,0,31,0,0,0,0,0,0,5,25,1,1,5
5,3.04924987890602,1,4,3,2,2,1,10,3,5,6,2,5,3,4,2,5,6,3,3,10,98,89,10,40,1,1,4,5,99,70,97,4,21,4,5,5,7,7,56,2,7,10
5,1.9131804968505,1,8,3,2,2,1,10,9,10,7,2,1,9,7,0,1,8,1,3,8,41,1,99,21,1,1,4,25,100,80,93,100,6,60,2,6,10,6,17,2,6,6
2.75,3.03601108789719,-1,4,3,6,2,1,10,8,5,7,1,4,5,6,1,2,7,1,3,3,71,50,30,20,51,81,1,6.5,70,66,51,1,1,19,2,1,7,6,16,1,4,1
4,3.60939423998281,1,3,2,2,2,1,10,7,10,9,4,8,9,8,2,9,10,9,6,8,63,100,100,73,28,21,7,12,95,85,33,19,63,100,9,0,8,7,2,1,4,2
1,3.47035206403744,-1,0,2,1,2,1,10,0,2,5,1,0,6,6,0,0,6,1,3,5,19,0,12,24,1,0,3,3,56,41,40,1,1,0,6,7,6,7,21,1,1,10
1.5,2.09117514116202,-1,4,2,2,2,1,10,10,8,7,2,8,7,8,5,6,8,5,4,10,76,50,57,53,53,70,4,6,99,61,53,30,29,46,7,5,2,7,29,2,6,8
8.5,3.02185342915033,1,7,1,1,1,7,3,6,8,9,2,3,8,8,2,8,10,8,3,8,71,50,39,91,0,0,5,20,81,50,61,4,51,0,9,10,4,7,13,2,1,10
8,3.39994987836806,1,6,3,3,2,1,10,10,10,4,3,10,8,10,8,10,10,8,4,10,80,30,80,71,70,29,12,14,51,50,86,70,71,81,4,3,7,4,28,2,2,2
2,2.47224623800064,-1,8,3,4,2,1,10,6,4,4,2,6,5,5,1,0,6,6,3,9,91,15,44,75,65,75,1.5,4,22,32,89,67,68,73,4,6,4,7,18,1,1,6
3.25,2.22307383533761,1,5,2,5,2,1,10,10,10,8,2,10,10,10,5,10,10,7,4,10,71,11,78,91,86,12,3,4,81,81,59,26,69,2,10,7,8,6,28,2,6,1
4,3.03770879397957,1,4,2,2,1,7,7,8,8,7,2,6,8,8,5,8,8,4,4,8,95,0,40,78,3,85,4,7,78,78,89,51,18,72,5,9,9,7,20,2,2,2
5,3.90097108779415,1,8,3,3,2,1,10,8,9,7,2,10,8,10,9,9,10,9,3,10,60,70,73,84,32,33,3.5,5,73,72,50,50,40,41,7,3,7,6,40,2,3,3
8,2.56259546274486,1,3,3,2,2,1,10,0,5,7,1,5,8,8,3,0,7,1,2,8,50,50,50,0,0,76,2.5,10,75,100,50,50,50,50,8,9,3,7,8,1,5,5
6,1.73478168706338,1,7,5,2,1,10,8,10,10,10,3,10,9,10,8,9,10,10,4,9,65,2,77,87,46,61,5,20,33,47,65,29,71,3,9,10,10,7,12,1,1,4
1,1.70070343285422,-1,1,2,2,2,1,10,5,7,7,2,1,7,9,1,5,4,0,4,7,91,51,2,60,60,60,10,10,81,2,99,50,4,1,1,2,1,4,29,2,1,10
4,2.68463037056263,1,1,2,3,1,7,6,7,7,8,2,8,9,8,1,5,9,3,4,7,49,78,61,60,6,28,3,6,47,45,36,2,50,0,8,10,8,7,19,2,1,5
3,4.37762830968962,-1,6,3,3,2,1,10,8,7,6,2,8,9,7,3,5,7,7,4,8,100,30,100,0,50,100,1.5,4,81,70,50,0,0,0,7,2,4,6,25,2,1,6
6,1.63621077087937,1,9,3,6,2,1,10,9,10,10,2,10,10,10,7,10,10,10,2,10,50,70,81,100,39,9,2,100,91,80,29,50,50,9,8,8,7,6,32,2,3,1
3,3.02760200847497,-1,0,2,2,2,1,10,0,0,0,1,0,7,3,0,0,4,0,5,10,70,100,100,51,0,0,2,10,0,80,80,100,100,100,6,0,0,7,15,1,2,1
4,1.68214104672286,1,2,3,1,2,1,10,10,10,8,5,9,6,10,8,10,10,10,6,10,90,31,51,81,70,60,3,9,81,100,91,61,40,70,6,8,2,7,11,2,4,2
4.5,3.76159729823407,1,4,3,3,2,1,10,8,6,6,4,4,7,7,7,6,9,5,5,9,91,51,9,70,9,26,5,5,90,82,90,87,55,90,4,6,8,6,13,2,1,4
4.95,7.00104119781316,-1,6,3,4,2,1,10,8,8,7,2,8,7,8,7,9,8,3,5,10,60,4,60,20,71,70,5,20,80,71,60,70,80,21,8,1,6,4,45,2,3,2
6.5,6.05044930064695,1,2,1,2,2,1,10,8,9,7,2,8,4,7,6,7,8,8,4,8,9,38,87,5,0,77,10,7.5,50,60,85,39,83,26,1,0,0,7,20,1,7,5
5,4.39538201047515,1,7,3,3,2,1,10,6,8,7,2,8,5,8,5,8,8,8,3,7,50,30,40,71,9,6,2,5,80,70,20,30,20,40,6,6,4,6,16,2,2,5
3.99,4.95159856765958,-1,2,2,4,2,1,10,0,5,0,1,5,6,2,0,0,6,1,2,7,87,41,75,0,0,0,2,5,94,52,41,7,14,14,1,0,0,6,18,1,1,2
5.5,2.43445165305859,1,3,1,1,1,10,0,10,7,5,2,6,8,6,0,0,7,0,2,10,60,100,100,100,100,100,5,7,100,100,100,100,100,100,10,10,10,6,9,2,4,10
7,3.90048362869454,1,6,5,5,2,1,10,9,10,9,2,9,9,8,7,8,10,10,2,9,100,100,100,100,100,100,4,17,80,56,68,81,50,100,0,0,7,6,22,1,1,2
2,4.65461180991466,-1,5,3,3,2,1,10,2,7,8,2,8,8,8,2,5,8,6,5,10,50,60,81,10,0,0,1.5,5,91,91,10,10,60,10,9,2,5,7,19,1,1,2
3,4.26790831728783,-1,7,3,6,1,10,7,10,10,10,2,4,10,8,1,5,9,6,4,10,98,11,13,51,0,24,3,5,37,39,81,37,31,41,8,10,5,6,9,2,1,3
5,5.4018243209112,-1,2,3,3,2,1,10,7,7,8,2,5,6,7,4,6,7,2,3,9,88,30,63,25,46,62,4,7,83,63,64,60,51,58,3,5,7,3,43,1,7,4
4,2.72642747068117,1,4,3,2,2,1,10,10,10,8,2,9,10,10,6,8,10,6,3,6,34,96,94,71,60,27,2.5,10,91,90,92,49,58,68,0,0,1,5,17,2,1,3
5,2.82248266048349,1,5,3,5,2,1,10,10,10,10,4,10,8,10,10,10,10,10,4,10,100,49,70,100,19,49,10,7,100,70,100,100,50,100,10,7,7,6,17,1,1,3
3,2.67912064254119,1,1,2,3,2,1,10,7,7,7,2,5,5,7,2,5,6,5,3,7,80,60,80,60,9,9,1,5,60,60,80,60,60,60,7,6,8,6,48,1,7,3
3.5,8.03352125006547,-1,7,2,2,2,1,10,0,6,7,1,6,8,7,4,5,7,5,2,7,49,79,71,21,14,35,2,2.5,88,88,33,61,49,74,8,7,8,4,7,1,2,5
3.5,3.35835898159302,1,6,3,4,1,9,3,10,10,8,2,6,10,9,0,8,9,10,2,10,79,16,64,86,0,0,3,4,100,69,63,11,0,78,10,10,10,7,14,2,1,2
4,3.64032428165265,1,0,1,3,2,1,10,10,7,8,2,2,10,5,0,3,8,0,2,3,47,16,69,4,6,3,0,2,100,100,0,0,0,92,1,0,10,7,8,2,5,1
5,2.61896944963687,1,1,2,5,2,1,10,8,9,8,2,9,7,8,0,10,9,5,3,9,86,70,80,71,62,29,9,2,80,92,53,15,82,14,5,1,8,6,31,1,4,2
8,1.79198666272457,1,0,1,3,1,9,6,8,6,7,2,2,8,6,0,4,6,0,4,9,100,1,17,62,1,77,0,8,60,70,100,35,18,36,3,10,10,7,10,2,1,2
3.5,1.53443603733853,1,10,3,3,1,7,7,10,10,9,2,10,8,10,6,10,10,10,5,10,61,19,81,100,9,9,2.5,5,100,80,20,60,29,100,6,8,7,6,30,2,1,4
0,1.48276190348697,-1,1,5,5,1,4,4,7,8,7,2,0,8,0,0,5,5,0,2,10,70,0,50,0,0,19,3,6,30,0,20,0,0,0,6,7,8,6,21,2,4,6
1,2.34886905832043,-1,7,3,5,2,1,10,10,9,9,2,9,10,9,0,0,10,10,4,10,71,60,9,27,4,5,5,5,34,20,58,1,1,91,7,2,3,6,26,2,6,3
3,3.73970345219823,-1,1,2,2,2,1,10,6,7,9,1,7,4,9,1,5,10,6,3,10,50,0,88,79,0,0,2,4,100,100,49,59,0,76,6,0,3,6,43,2,2,1
